为什么,3168
进一步,2228
一部分,1700
基础上,1541
实际上,1419
现代化,1411
并不是,1309
生产力,1180
毛泽东,1165
越来越,1158
一方面,1101
马克思,1064
劳动者,1053
国民党,1034
委员会,964
有利于,946
是不是,945
科学家,930
一会儿,900
第一次,899
也就是,884
一系列,869
共产党,858
毛主席,842
蒋介石,839
大部分,818
历史上,799
自然界,793
心理学,768
劳动力,729
大多数,720
积极性,716
资本家,685
恩格斯,670
不得不,666
基本上,659
怎么样,608
可以说,606
差不多,596
这时候,589
事实上,580
干什么,574
工作者,566
有可能,562
同志们,562
不能不,559
一下子,555
怎么办,549
四人帮,543
之所以,535
办公室,534
中国人,529
意大利,526
一句话,525
小伙子,523
消费者,517
三角形,517
国务院,515
蛋白质,512
各方面,508
运动员,507
艺术家,491
近年来,489
农产品,475
基督教,469
站起来,465
化合物,457
青少年,454
根据地,438
工程师,433
实验室,429
公有制,429
创造性,427
计算机,426
那时候,424
有一次,420
相当于,412
有一天,411
反革命,409
可能性,408
大规模,406
不一定,404
大学生,400
所有制,393
周恩来,392
全世界,384
世界观,382
什么样,376
党中央,374
领导者,367
社会学,366
取决于,357
一口气,354
社会化,348
工农业,346
指导员,344
合作社,344
尽可能,342
负责人,336
离不开,334
统治者,332
太平洋,328
只不过,327
多方面,324
理论上,324
物理学,324
生产者,321
对不起,316
二十五,316
奴隶主,315
手工业,315
有助于,312
邓小平,311
没想到,311
研究所,311
生产队,311
八路军,309
能不能,304
称之为,302
原材料,298
老百姓,298
还不是,296
就是说,295
重要性,295
旧社会,294
自行车,294
反动派,291
方程式,291
小孩子,291
袁世凯,290
解放军,290
工业品,287
拖拉机,286
年轻人,286
自治区,285
机器人,281
当事人,277
染色体,276
世纪末,276
一辈子,276
意识到,275
青年人,274
思想上,274
国内外,273
二十四,272
老太太,272
西班牙,272
用不着,271
领导人,270
忍不住,268
维生素,266
根本上,264
如果说,263
加速度,263
仅仅是,263
新中国,262
显微镜,262
有机物,261
殖民地,261
表面上,260
点点头,259
共和国,257
语言学,257
孙中山,257
日本人,256
有的人,255
私有制,255
女孩子,254
本世纪,253
想不到,253
斯大林,253
原子核,251
毕业生,250
考虑到,249
电视机,248
党支部,247
有的是,246
阶级性,246
大自然,246
机械化,245
所有权,241
特别是,239
辩证法,239
微生物,237
有时候,236
解放后,236
建筑物,233
消费品,233
注意力,232
座谈会,231
多年来,230
公元前,227
苏维埃,225
工业化,225
来不及,224
望远镜,223
可不是,223
感兴趣,221
形式上,219
二十三,219
奴隶制,217
实质上,216
自治县,216
四边形,215
再生产,214
起作用,214
规律性,213
说不定,211
老年人,210
工商业,210
或者说,210
看起来,210
新四军,210
平方米,209
这么说,208
联合国,208
外国人,207
生物学,206
优越性,205
开玩笑,204
轻工业,203
二十一,203
感觉到,203
法西斯,202
即使是,200
经济学,200
热力学,199
黑格尔,199
黑龙江,199
必然性,199
有意义,198
综合性,196
侵略者,195
稳定性,194
小姑娘,194
重工业,193
决定性,191
反过来,190
一般人,190
朋友们,189
本质上,189
收音机,189
一开始,189
打电话,188
生命力,187
独立性,186
老人家,186
二十二,184
解放区,182
游击队,182
不要紧,182
哲学家,182
北京市,180
代表团,180
农作物,179
古希腊,178
作曲家,178
天文学,177
解放前,176
俄罗斯,176
专业化,176
愈来愈,176
阿拉伯,176
总产值,176
有必要,176
要知道,175
被告人,175
或者是,175
认识论,175
方法论,173
氧化物,171
一块儿,171
中学生,171
大西洋,171
半导体,171
没什么,170
